"DR_Number","Date_Reported","Date_Occurred","Time_Occurred","Area_ID","Area_Name","Reporting_District_Num","Priority_Code","Crime_Code","Crime_Code_Description","MO_Codes","Victim_Age","Victim_Sex","Victim_Descent","Premise_Code","Premise_Description","Weapon_Used_Code","Weapon_Description","Status_Code","Status_Description","Crime_Address","Cross_Street","latitude","longitude"
200413814,"2020-10-15","2020-10-15",300,4,"Hollenbeck",497,1,761,"BRANDISH WEAPON","0334 1822",28,"M","H",301,"GAS STATION","205","KITCHEN KNIFE","IC","Invest Cont","1400 S  SOTO                         ST","N/A",34.024,-118.22
201213450,"2020-05-24","2020-05-24",1730,12,"77th Street",1207,1,236,"INTIMATE PARTNER - AGGRAVATED ASSAULT","2000 1814 0913 0416 1276",24,"F","B",501,"SINGLE FAMILY DWELLING","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AA","Adult Arrest","4900 S  HOOVER                       ST","N/A",33.9995,-118.289
200613651,"2020-08-07","2020-08-04",1115,6,"Hollywood",645,1,331,"THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER)","1300 0329 0344 0385",32,"F","X",101,"STREET","N/A","N/A","IC","Invest Cont","ORANGE","FOUNTAIN",34.0943,-118.342
201815713,"2020-08-16","2020-06-10",1,18,"Southeast",1842,2,813,"CHILD ANNOYING (17YRS & UNDER)","1822 1259 1251 0528 0531 0500",14,"F","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","N/A","N/A","IC","Invest Cont","100 W  112TH                        ST","N/A",33.933,-118.274
200912898,"2020-07-29","2020-07-26",1800,9,"Van Nuys",935,2,624,"BATTERY - SIMPLE ASSAULT","0913 0416",39,"M","O",102,"SIDEWALK","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","6200    SYLMAR                       AV","N/A",34.1837,-118.447
211306666,"2021-03-01","2021-03-01",1100,13,"Newton",1342,2,624,"BATTERY - SIMPLE ASSAULT","0416 0913",45,"F","H",101,"STREET","500","UNKNOWN WEAPON/OTHER WEAPON","IC","Invest Cont","3800    WALL                         ST","N/A",34.0112,-118.272
201711373,"2020-07-22","2020-07-08",1600,17,"Devonshire",1795,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","2032 0344",49,"M","W",121,"YARD (RESIDENTIAL/BUSINESS)","N/A","N/A","AO","Adult Other","17800    RAYMER                       ST","N/A",34.2269,-118.522
200708709,"2020-04-23","2020-04-20",1701,7,"Wilshire",765,1,420,"THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","1300 1606 0344",41,"F","W",101,"STREET","N/A","N/A","AO","Adult Other","1300 S  HIGHLAND                     AV","N/A",34.0485,-118.343
201112365,"2020-08-11","2020-08-10",1030,11,"Northeast",1142,1,310,"BURGLARY","0352 1221 0344 1822",45,"M","H",102,"SIDEWALK","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","1900    HILLHURST                    AV","N/A",34.1054,-118.287
200315690,"2020-08-13","2020-08-10",1847,3,"Southwest",341,1,440,"THEFT PLAIN - PETTY ($950 & UNDER)","0344 0394",40,"M","W",119,"PORCH, RESIDENTIAL","N/A","N/A","IC","Invest Cont","3600    KALSMAN                      DR","N/A",34.0193,-118.375
200411649,"2020-08-11","2020-08-10",1449,4,"Hollenbeck",422,2,814,"CHILD PORNOGRAPHY","N/A",42,"M","H",501,"SINGLE FAMILY DWELLING","N/A","N/A","IC","Invest Cont","2300    GATES                        ST","N/A",34.072,-118.206
211406185,"2021-02-08","2021-02-02",1000,14,"Pacific",1414,1,330,"BURGLARY FROM VEHICLE","0344 1300",49,"M","W",101,"STREET","N/A","N/A","IC","Invest Cont","BROOKS","7TH",33.9964,-118.466
200511988,"2020-07-18","2020-07-18",1310,5,"Harbor",513,2,901,"VIOLATION OF RESTRAINING ORDER","1309 2038 2000 1814 0913 1266",23,"F","H",501,"SINGLE FAMILY DWELLING","N/A","N/A","AO","Adult Other","1200    257TH                        ST","N/A",33.7909,-118.298
200812969,"2020-08-14","2020-08-14",1330,8,"West LA",889,2,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)","329",63,"F","H",104,"DRIVEWAY","N/A","N/A","AO","Adult Other","1900 S  GARTH                        AV","N/A",34.0407,-118.379
201610845,"2020-07-07","2020-07-06",2000,16,"Foothill",1641,2,624,"BATTERY - SIMPLE ASSAULT","0417 1822",27,"F","H",501,"SINGLE FAMILY DWELLING","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other","13300    TERRA BELLA                  ST","N/A",34.255,-118.423
202013196,"2020-08-08","2020-08-08",1340,20,"Olympic",2029,2,624,"BATTERY - SIMPLE ASSAULT","2004 1822 0448 0446 0416 0444",23,"M","B",102,"SIDEWALK","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","SHATTO                       PL","6TH                          ST",34.0637,-118.29
211408052,"2021-03-12","2021-03-06",1030,14,"Pacific",1432,1,480,"BIKE - STOLEN","344",47,"M","W",501,"SINGLE FAMILY DWELLING","N/A","N/A","IC","Invest Cont","800    VENICE                       BL","N/A",33.9903,-118.461
200214111,"2020-08-22","2020-07-25",1300,2,"Rampart",285,2,354,"THEFT OF IDENTITY","0922 1822",38,"M","H",501,"SINGLE FAMILY DWELLING","N/A","N/A","IC","Invest Cont","1800 W  12TH                         ST","N/A",34.0473,-118.278
211604815,"2021-01-30","2021-01-29",2200,16,"Foothill",1693,2,626,"INTIMATE PARTNER - SIMPLE ASSAULT","0400 0448 2000 0913 0417 1814 0429",33,"F","H",501,"SINGLE FAMILY DWELLING","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","7500    WHITSETT                     AV","N/A",34.2121,-118.402
200616610,"2020-10-12","2020-10-12",1000,6,"Hollywood",645,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","0913 0344 0352 1817",28,"M","B",503,"HOTEL","N/A","N/A","IC","Invest Cont","1700 N  LA BREA                      AV","N/A",34.1016,-118.345
200711222,"2020-07-03","2020-07-03",1355,7,"Wilshire",762,2,624,"BATTERY - SIMPLE ASSAULT","0444 0429 1822 0443 1514 1517 2036 0903 0319",38,"F","B",101,"STREET","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other","18TH                         ST","CRESCENT HEIGHTS",34.0441,-118.374
201818785,"2020-10-13","2020-10-12",1440,18,"Southeast",1822,1,420,"THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","1606 1822 0344",35,"F","B",101,"STREET","N/A","N/A","IC","Invest Cont","9900 S  MAIN                         ST","N/A",33.9462,-118.274
200315934,"2020-08-17","2020-08-17",1730,3,"Southwest",392,1,420,"THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","1606 1822 0342 0344 0385 1300 1309",46,"F","H",101,"STREET","N/A","N/A","IC","Invest Cont","50TH                         AV","8TH                          AV",33.9978,-118.326
201200921,"2020-10-04","2020-10-04",1807,12,"77th Street",1267,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0906 1100 1822 0430 0309 1407",45,"M","B",101,"STREET","109","SEMI-AUTOMATIC PISTOL","IC","Invest Cont","VERMONT                      AV","W  84TH                         ST",33.9624,-118.291
201219078,"2020-08-22","2020-08-22",900,12,"77th Street",1265,2,946,"OTHER MISCELLANEOUS CRIME","1822",57,"M","B",101,"STREET","N/A","N/A","IC","Invest Cont","1000 W  84TH                         PL","N/A",33.9618,-118.292
201816094,"2020-08-21","2020-08-19",1645,18,"Southeast",1824,1,330,"BURGLARY FROM VEHICLE","1822 1605 0344",39,"F","H",101,"STREET","N/A","N/A","IC","Invest Cont","98TH                         ST","MCKINLEY                     AV",33.9475,-118.261
211504558,"2021-01-15","2021-01-14",635,15,"N Hollywood",1555,1,310,"BURGLARY","0344 1601",30,"M","O",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","N/A","N/A","IC","Invest Cont","11100    LA MAIDA                     ST","N/A",34.1587,-118.373
201815993,"2020-08-21","2020-08-21",1630,18,"Southeast",1831,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","0913 0603 0319 0329 1609",45,"M","H",501,"SINGLE FAMILY DWELLING","307","VEHICLE","IC","Invest Cont","800    LACONIA                      BL","N/A",33.9169,-118.29
201218876,"2020-08-01","2020-07-31",2230,12,"77th Street",1258,1,440,"THEFT PLAIN - PETTY ($950 & UNDER)","344",40,"F","H",501,"SINGLE FAMILY DWELLING","N/A","N/A","IC","Invest Cont","S  BROADWAY","W  78TH                         ST",33.9689,-118.278
201608760,"2020-05-02","2020-05-02",830,16,"Foothill",1668,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0913 0447",59,"F","W",102,"SIDEWALK","212","BOTTLE","AO","Adult Other","6800    FOOTHILL                     BL","N/A",34.2476,-118.279
201818955,"2020-10-16","2020-10-16",150,18,"Southeast",1837,2,626,"INTIMATE PARTNER - SIMPLE ASSAULT","2000 0913 1813 2001 2002 1300 0419 0429 0444",18,"F","H",101,"STREET","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","113TH                        ST","GRAHAM                       AV",33.9321,-118.243
200713001,"2020-08-21","2020-08-18",600,7,"Wilshire",701,1,440,"THEFT PLAIN - PETTY ($950 & UNDER)","344",89,"M","W",501,"SINGLE FAMILY DWELLING","N/A","N/A","IC","Invest Cont","700 N  ORLANDO                      AV","N/A",34.0836,-118.373
200113392,"2020-06-14","2020-06-13",1230,1,"Central",182,1,330,"BURGLARY FROM VEHICLE","1605 1822 1300 0321 0344",25,"F","B",123,"PARKING UNDERGROUND/BUILDING","N/A","N/A","IC","Invest Cont","1200 S  FIGUEROA                     ST","N/A",34.0416,-118.267
201415597,"2020-08-16","2020-08-16",1840,14,"Pacific",1412,2,624,"BATTERY - SIMPLE ASSAULT","0400 0356 2004 2033 0913",34,"F","B",101,"STREET","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","100    SUNSET                       AV","N/A",33.9939,-118.477
202112948,"2020-08-18","2020-07-30",1300,21,"Topanga",2177,1,330,"BURGLARY FROM VEHICLE","0344 0377",39,"F","K",101,"STREET","N/A","N/A","IC","Invest Cont","21500    BURBANK                      BL","N/A",34.1733,-118.599
200515206,"2020-10-05","2020-10-04",1800,5,"Harbor",562,1,331,"THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER)","0344 0352 1221 1606",41,"F","W",101,"STREET","N/A","N/A","IC","Invest Cont","1000 S  WALKER                       AV","N/A",33.7338,-118.303
200913795,"2020-08-21","2020-08-20",2350,9,"Van Nuys",915,2,624,"BATTERY - SIMPLE ASSAULT","416",41,"M","H",104,"DRIVEWAY","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","14200    VANOWEN                      ST","N/A",34.1976,-118.444
200412059,"2020-08-22","2020-08-22",1300,4,"Hollenbeck",416,1,330,"BURGLARY FROM VEHICLE","0344 1302 0329",45,"M","H",101,"STREET","N/A","N/A","IC","Invest Cont","2400    GATES                        ST","N/A",34.0738,-118.206
201012448,"2020-08-26","2020-08-24",800,10,"West Valley",1028,2,354,"THEFT OF IDENTITY","0935 1822 0928",46,"F","W",501,"SINGLE FAMILY DWELLING","N/A","N/A","IC","Invest Cont","7100    FORBES                       AV","N/A",34.1993,-118.499
200813365,"2020-08-26","2020-08-23",900,8,"West LA",892,2,354,"THEFT OF IDENTITY","0100 0930",49,"M","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","N/A","N/A","IC","Invest Cont","2400    SAWTELLE                     BL","N/A",34.0346,-118.438
201111204,"2020-07-07","2020-07-06",250,11,"Northeast",1129,2,626,"INTIMATE PARTNER - SIMPLE ASSAULT","2000 0913 0400 0446 1814 1222 0432",34,"M","H",501,"SINGLE FAMILY DWELLING","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AA","Adult Arrest","6600    POLLARD                      ST","N/A",34.1177,-118.173
200513307,"2020-08-23","2020-08-23",900,5,"Harbor",528,2,624,"BATTERY - SIMPLE ASSAULT","0913 0416 0602",42,"M","H",509,"MOBILE HOME/TRAILERS/CONSTRUCTION TRAILERS/RV'S/MOTORHOME","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","900 E  DENNI                        ST","N/A",33.7852,-118.252
200316474,"2020-08-29","2020-08-28",2100,3,"Southwest",308,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","329",26,"M","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","N/A","N/A","IC","Invest Cont","1000 W  23RD                         ST","N/A",34.0341,-118.282
201011176,"2020-07-20","2020-07-16",1130,10,"West Valley",1015,2,626,"INTIMATE PARTNER - SIMPLE ASSAULT","2000 0913 1813 0417 1202 2021",78,"F","O",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other","7200    CANBY                        AV","N/A",34.2012,-118.535
211905038,"2021-01-28","2021-01-27",2100,19,"Mission",1952,2,901,"VIOLATION OF RESTRAINING ORDER","2038 0906",31,"F","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","N/A","N/A","AO","Adult Other","10000 N  SEPULVEDA                    BL","N/A",34.2539,-118.467
200612980,"2020-07-22","2020-07-22",710,6,"Hollywood",645,2,624,"BATTERY - SIMPLE ASSAULT","0400 0416 1822",59,"M","O",501,"SINGLE FAMILY DWELLING","308","STICK","AA","Adult Arrest","1800    OUTPOST                      DR","N/A",34.1041,-118.344
201816348,"2020-08-27","2020-07-18",1630,18,"Southeast",1863,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","0344 1822 2019",31,"F","H",501,"SINGLE FAMILY DWELLING","N/A","N/A","IC","Invest Cont","300 E  120TH                        ST","N/A",33.9237,-118.27
200315830,"2020-08-16","2020-08-16",1615,3,"Southwest",318,1,236,"INTIMATE PARTNER - AGGRAVATED ASSAULT","0408 0448 0913 1243 1813 1814 2000 2034",24,"F","H",501,"SINGLE FAMILY DWELLING","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other","1300 W  22ND                         ST","N/A",34.036,-118.287
201514033,"2020-08-17","2020-08-17",100,15,"N Hollywood",1526,2,903,"CONTEMPT OF COURT","2038",48,"F","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","N/A","N/A","AO","Adult Other","11600    HAMLIN                       ST","N/A",34.1885,-118.384
201913859,"2020-08-27","2020-08-26",2300,19,"Mission",1981,1,330,"BURGLARY FROM VEHICLE","0344 1607",43,"F","H",101,"STREET","N/A","N/A","IC","Invest Cont","PARTHENIA                    ST","LANGDON                      AV",34.2283,-118.47
200614480,"2020-08-25","2020-08-19",1800,6,"Hollywood",635,1,331,"THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER)","0344 1300 1606 1822",26,"M","A",108,"PARKING LOT","N/A","N/A","IC","Invest Cont","6600    FRANKLIN                     AV","N/A",34.1079,-118.334
202009728,"2020-05-13","2020-05-12",1300,20,"Olympic",2035,2,354,"THEFT OF IDENTITY","1202 0344 0100 0929",76,"F","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","N/A","N/A","IC","Invest Cont","700 S  NORMANDIE                    AV","N/A",34.0577,-118.3
201913249,"2020-08-13","2020-08-13",1545,19,"Mission",1967,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0554 1218 0447 0913",33,"M","H",501,"SINGLE FAMILY DWELLING","302","BLUNT INSTRUMENT","IC","Invest Cont","9400    ROSLYNDALE                   AV","N/A",34.2406,-118.435
201314062,"2020-07-16","2020-07-04",2300,13,"Newton",1327,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0416 1822",52,"M","H",101,"STREET","500","UNKNOWN WEAPON/OTHER WEAPON","IC","Invest Cont","23RD                         ST","LONG BEACH                   AV",34.016,-118.243
201514484,"2020-08-28","2020-08-02",1200,15,"N Hollywood",1545,2,354,"THEFT OF IDENTITY","0929 1822",52,"F","O",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","N/A","N/A","IC","Invest Cont","5400    MORELLA                      AV","N/A",34.1687,-118.39
212006245,"2021-02-27","2021-02-27",1340,20,"Olympic",2023,2,624,"BATTERY - SIMPLE ASSAULT","1822 0416 0446 1309",36,"M","H",101,"STREET","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","300 S  OXFORD                       AV","N/A",34.0671,-118.308
200713258,"2020-08-28","2020-08-27",2130,7,"Wilshire",774,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0416 1100 1822",21,"F","B",101,"STREET","102","HAND GUN","IC","Invest Cont","WEST                         BL","WASHINGTON                   BL",34.0431,-118.348
201215951,"2020-07-05","2020-07-05",645,12,"77th Street",1268,2,624,"BATTERY - SIMPLE ASSAULT","1242 0602 2002 0416 0401 0561",51,"M","H",501,"SINGLE FAMILY DWELLING","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other","100 W  84TH                         PL","N/A",33.9623,-118.278
201219441,"2020-08-27","2020-08-27",1800,12,"77th Street",1253,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","1822 0400 0416 1309 0342",15,"F","B",102,"SIDEWALK","114","AIR PISTOL/REVOLVER/RIFLE/BB GUN","IC","Invest Cont","N  76TH                         ST","CIMARRON                     ST",33.9709,-118.316
201400693,"2020-05-09","2020-05-09",40,14,"Pacific",1416,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","1609 0329 1402",59,"M","W",501,"SINGLE FAMILY DWELLING","N/A","N/A","AA","Adult Arrest","13100    PSOMAS                       WY","N/A",34.0073,-118.453
200117232,"2020-08-31","2020-08-31",1530,1,"Central",145,1,236,"INTIMATE PARTNER - AGGRAVATED ASSAULT","1218 0913 1414 2000 1402 1814 0416 2004",57,"M","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","500","UNKNOWN WEAPON/OTHER WEAPON","AO","Adult Other","400 S  MAIN                         ST","N/A",34.0478,-118.247
201816810,"2020-09-06","2020-09-06",1330,18,"Southeast",1821,2,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)","0913 0561 0329 2001",57,"M","H",501,"SINGLE FAMILY DWELLING","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","800 W  95TH                         ST","N/A",33.9501,-118.29
211504589,"2021-01-17","2021-01-17",1000,15,"N Hollywood",1555,2,624,"BATTERY - SIMPLE ASSAULT","444",28,"F","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other","11000    HARTSOOK                     ST","N/A",34.1639,-118.373
201816539,"2020-09-01","2020-09-01",1500,18,"Southeast",1832,2,624,"BATTERY - SIMPLE ASSAULT","1822 0400 0416 1300 0605",34,"M","H",101,"STREET","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","MANCHESTER","SAN PEDRO",33.9401,-118.276
201010949,"2020-07-14","2020-06-19",1900,10,"West Valley",1067,2,902,"VIOLATION OF TEMPORARY RESTRAINING ORDER","2038 1501",33,"F","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","N/A","N/A","AO","Adult Other","5100    WHITE OAK                    AV","N/A",34.1624,-118.519
202010877,"2020-06-13","2020-06-13",1740,20,"Olympic",2041,2,933,"PROWLER","1822 0329 0347 0314",29,"F","W",501,"SINGLE FAMILY DWELLING","N/A","N/A","AO","Adult Other","1000 S  NORTON                       AV","N/A",34.0515,-118.322
200316845,"2020-09-03","2020-09-03",2015,3,"Southwest",329,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","0329 1307 1822",56,"F","O",122,"VEHICLE, PASSENGER/TRUCK","N/A","N/A","IC","Invest Cont","S  FLOWER                       ST","W  31ST                         ST",34.0236,-118.277
200710183,"2020-06-08","2020-05-30",1230,7,"Wilshire",724,1,231,"ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER","1212 0447 1822",53,"M","H",101,"STREET","306","ROCK/THROWN OBJECT","IC","Invest Cont","W  3RD                          ST","FAIRFAX                      AV",34.0716,-118.361
200117175,"2020-08-31","2020-08-30",2115,1,"Central",156,1,761,"BRANDISH WEAPON","0334 1218 1822",50,"F","H",501,"SINGLE FAMILY DWELLING","102","HAND GUN","IC","Invest Cont","500    SAN JULIAN                   ST","N/A",34.0429,-118.246
200317184,"2020-09-12","2020-09-08",1000,3,"Southwest",391,2,662,"BUNCO, GRAND THEFT","1822 0701 0800 1202 0100",74,"F","B",501,"SINGLE FAMILY DWELLING","N/A","N/A","IC","Invest Cont","4100    DON FELIPE                   DR","N/A",34.0071,-118.347
200713696,"2020-09-08","2020-08-31",1329,7,"Wilshire",737,1,440,"THEFT PLAIN - PETTY ($950 & UNDER)","394",38,"F","K",507,"CONDOMINIUM/TOWNHOUSE","N/A","N/A","IC","Invest Cont","5200    WILSHIRE                     BL","N/A",34.0622,-118.343
201220424,"2020-09-11","2020-09-11",1300,12,"77th Street",1232,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","0913 2000 1813 0329",41,"F","B",501,"SINGLE FAMILY DWELLING","N/A","N/A","IC","Invest Cont","3600 W  59TH                         ST","N/A",33.9872,-118.336
201113489,"2020-09-11","2020-09-09",1130,11,"Northeast",1172,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","0344 0394",34,"F","C",121,"YARD (RESIDENTIAL/BUSINESS)","N/A","N/A","IC","Invest Cont","2300    DUANE                        ST","N/A",34.0912,-118.262
201817010,"2020-09-10","2020-09-10",1730,18,"Southeast",1864,2,664,"BUNCO, PETTY THEFT","0701 1822",18,"F","H",501,"SINGLE FAMILY DWELLING","N/A","N/A","IC","Invest Cont","800 E  118TH                        ST","N/A",33.9266,-118.26
200513833,"2020-09-06","2020-09-05",2230,5,"Harbor",516,2,624,"BATTERY - SIMPLE ASSAULT","0906 1822 0371 0416 0216",38,"F","H",102,"SIDEWALK","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","AVALON","L                            ST",33.7867,-118.263
200615139,"2020-09-08","2020-09-08",1000,6,"Hollywood",636,2,860,"BATTERY WITH SEXUAL CONTACT","0522 0531 0913",38,"F","B",503,"HOTEL","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","1700    WHITLEY                      AV","N/A",34.1016,-118.333
201215455,"2020-06-27","2020-06-26",1500,12,"77th Street",1211,1,420,"THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","1822 0344 0377",31,"F","B",101,"STREET","N/A","N/A","IC","Invest Cont","50TH                         ST","2ND                          AV",33.9922,-118.328
202014616,"2020-09-13","2020-09-13",1218,20,"Olympic",2025,2,624,"BATTERY - SIMPLE ASSAULT","0913 0445 0416 0444 0355 1309",28,"F","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","400 S  ALEXANDRIA                   AV","N/A",34.0654,-118.298
201416571,"2020-09-03","2020-09-02",2344,14,"Pacific",1467,1,761,"BRANDISH WEAPON","0334 2000 0913 1814 0906 1816",35,"F","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","106","UNKNOWN FIREARM","IC","Invest Cont","7400    LA TIJERA                    BL","N/A",33.9733,-118.388
201817086,"2020-09-04","2020-09-02",2300,18,"Southeast",1804,2,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)","0913 0360 2024 1238 0329",55,"F","H",511,"PROJECT/TENEMENT/PUBLIC HOUSING","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","600    CAMELOT                      DR","N/A",33.9583,-118.26
202014359,"2020-09-08","2020-09-07",1700,20,"Olympic",2036,1,310,"BURGLARY","0344 0358 1822",32,"M","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","N/A","N/A","IC","Invest Cont","700 S  BERENDO                      ST","N/A",34.0582,-118.294
201220292,"2020-09-08","2020-09-08",1625,12,"77th Street",1239,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0334 0445 1309 1252 1822",50,"M","H",101,"STREET","205","KITCHEN KNIFE","IC","Invest Cont","VERMONT                      AV","SLAUSON                      AV",33.9891,-118.291
212106525,"2021-03-13","2021-03-13",1247,21,"Topanga",2177,2,647,"THROWING OBJECT AT MOVING VEHICLE","1310 0447",36,"M","O",101,"STREET","306","ROCK/THROWN OBJECT","IC","Invest Cont","TOPANGA CANYON","BURBANK",34.172,-118.606
202111695,"2020-07-16","2020-07-16",2145,21,"Topanga",2105,2,624,"BATTERY - SIMPLE ASSAULT","1810 0319 0416 2029",30,"M","O",108,"PARKING LOT","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other","21500    ROSCOE                       BL","N/A",34.2239,-118.602
200712795,"2020-08-15","2020-08-15",1100,7,"Wilshire",774,1,330,"BURGLARY FROM VEHICLE","1300 1307 0344",65,"M","H",101,"STREET","N/A","N/A","IC","Invest Cont","MANSFIELD","VENICE",34.0455,-118.347
200500785,"2020-09-05","2020-09-03",1700,5,"Harbor",526,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0431 0562 0913 0602 2024",44,"F","H",501,"SINGLE FAMILY DWELLING","503","CAUSTIC CHEMICAL/POISON","IC","Invest Cont","600    ISLAND                       AV","N/A",33.7769,-118.266
201516301,"2020-10-13","2020-10-11",2200,15,"N Hollywood",1522,1,330,"BURGLARY FROM VEHICLE","344",27,"M","H",101,"STREET","N/A","N/A","IC","Invest Cont","COLDWATER CA                 BL","SHERMAN                      WY",34.1936,-118.417
201114634,"2020-10-14","2020-10-12",830,11,"Northeast",1113,1,310,"BURGLARY","0344 0321",40,"M","A",501,"SINGLE FAMILY DWELLING","N/A","N/A","IC","Invest Cont","2300    YOSEMITE                     DR","N/A",34.1355,-118.217
202016259,"2020-10-23","2020-10-23",630,20,"Olympic",2071,1,420,"THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","1822 0344 0385",43,"M","B",108,"PARKING LOT","N/A","N/A","IC","Invest Cont","1400 S  GRAMERCY                     PL","N/A",34.0463,-118.313
201113112,"2020-09-01","2020-08-31",1000,11,"Northeast",1141,2,624,"BATTERY - SIMPLE ASSAULT","1822 0448",42,"M","W",103,"ALLEY","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other","1800 N  ALEXANDRIA                   AV","N/A",34.1036,-118.298
200815439,"2020-10-19","2020-10-19",1540,8,"West LA",833,2,888,"TRESPASSING","2004",34,"F","W",738,"LIBRARY","N/A","N/A","IC","Invest Cont","1200    GLENDON                      AV","N/A",34.0582,-118.442
