DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA ,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm_Cd1,Crm_Cd2,Crm_Cd3,Crm_Cd4,LOCATION,Cross Street,LAT,LON
191308726,3/27/2019 0:00,3/27/2019 0:00,140,13,Newton,1317,2,624,BATTERY - SIMPLE ASSAULT,0913 0416,33,M,H,203,OTHER BUSINESS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,1500 E  WASHINGTON                   BL,,34.022,-118.246
191425881,12/19/2019 0:00,12/3/2019 0:00,1200,14,Pacific,1425,1,310,BURGLARY,344,24,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,,,,11400    NATIONAL                     BL,,34.0252,-118.4336
191505164,1/24/2019 0:00,1/24/2019 0:00,1,15,N Hollywood,1589,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 1814 2000,21,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626,,,,3600    BARHAM                       BL,,34.1362,-118.342
190615786,7/19/2019 0:00,7/19/2019 0:00,1740,6,Hollywood,622,1,330,BURGLARY FROM VEHICLE,1609 0344 0321,50,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,330,,,,1700 N  OGDEN                        DR,,34.1017,-118.3594
192016283,9/5/2019 0:00,9/5/2019 0:00,325,20,Olympic,2022,1,310,BURGLARY,1402 2004 0329 0358,59,F,A,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AA,Adult Arrest,310,998,,,500 S  MANHATTAN                    PL,,34.0654,-118.3103
191007223,3/16/2019 0:00,3/15/2019 0:00,1800,10,West Valley,1027,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,VANOWEN,LOUISE,34.1939,-118.5098
202104115,1/3/2020 0:00,12/23/2019 0:00,310,21,Topanga,2136,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,31,M,X,203,OTHER BUSINESS,,,IC,Invest Cont,740,,,,7200    CANOGA                       AV,,34.201,-118.5977
190122745,9/9/2019 0:00,9/7/2019 0:00,1730,1,Central,185,1,210,ROBBERY,0302 0355 0344,22,M,H,101,STREET,102,HAND GUN,IC,Invest Cont,210,,,,1100 S  MAIN                         ST,,34.0391,-118.2581
190511961,6/28/2019 0:00,6/28/2019 0:00,1330,5,Harbor,529,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 2032 2004,20,M,H,303,OIL REFINERY,,,IC,Invest Cont,440,,,,2200 E  I                            ST,,33.7826,-118.2355
190908351,3/26/2019 0:00,3/22/2019 0:00,2100,9,Van Nuys,952,1,310,BURGLARY,1420 0344 1606,46,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,,,,15100    MAGNOLIA                     BL,,34.1684,-118.4586
190216194,8/8/2019 0:00,8/6/2019 0:00,1230,2,Rampart,238,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0344 1307 1609 0329,54,M,O,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745,,,,1500 W  TEMPLE                       ST,,34.0678,-118.259
191804124,1/2/2019 0:00,1/2/2019 0:00,1000,18,Southeast,1824,2,624,BATTERY - SIMPLE ASSAULT,1309 0408 0429,41,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,9500    CLOVIS                       AV,,33.9503,-118.2565
191321731,11/3/2019 0:00,11/3/2019 0:00,930,13,Newton,1364,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,1813 2000 0429,32,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,1100 E  45TH                         ST,,34.003,-118.2565
190914407,7/28/2019 0:00,7/28/2019 0:00,1305,9,Van Nuys,969,1,320,"BURGLARY, ATTEMPTED",0314 1420,53,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,320,,,,5300    LEGHORN                      AV,,34.1667,-118.4159
190129340,12/16/2019 0:00,12/16/2019 0:00,15,1,Central,152,2,625,OTHER ASSAULT,1822 0356 0910,54,F,B,835,7TH AND METRO CENTER (NOT LINE SPECIFIC),500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,625,,,,600 S  FIGUEROA                     ST,,34.0509,-118.2585
190509342,5/2/2019 0:00,5/2/2019 0:00,915,5,Harbor,507,2,624,BATTERY - SIMPLE ASSAULT,1300 0416,63,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,224TH                        ST,WESTERN                      AV,33.8233,-118.3089
190616235,7/26/2019 0:00,7/22/2019 0:00,952,6,Hollywood,632,2,624,BATTERY - SIMPLE ASSAULT,0400 0325 0104 0416,29,F,W,210,RESTAURANT/FAST FOOD,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,7900 W  SUNSET                       BL,,34.0981,-118.3615
191217127,6/28/2019 0:00,6/28/2019 0:00,1700,12,77th Street,1245,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1202 2034 0344 0910,63,M,B,801,MTA BUS,,,IC,Invest Cont,440,,,,VERMONT                      AV,FLORENCE                     AV,33.9746,-118.2918
190904032,1/1/2019 0:00,1/1/2019 0:00,1550,9,Van Nuys,974,1,330,BURGLARY FROM VEHICLE,0344 0385,40,M,H,707,GARAGE/CARPORT,,,IC,Invest Cont,330,,,,4700    NATICK                       AV,,34.1561,-118.4542
191824913,12/14/2019 0:00,12/14/2019 0:00,1345,18,Southeast,1822,2,940,EXTORTION,0421 0422 0337,44,M,B,203,OTHER BUSINESS,,,IC,Invest Cont,940,,,,10000 S  MAIN                         ST,,33.9456,-118.2739
191708767,4/15/2019 0:00,4/15/2019 0:00,1520,17,Devonshire,1752,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 2024 0104,0,X,X,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,442,,,,9900    DE SOTO                      AV,,34.25,-118.5886
190606849,2/18/2019 0:00,2/17/2019 0:00,2120,6,Hollywood,632,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300,28,M,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,SUNSET                       BL,CRESCENT HEIGHTS             BL,34.098,-118.3656
